chromosome	position	strand	refGenome	reads	subject	externalSampleID	internalSampleID	cellType	timePoint	estAbund	relAbund	nearestFeature	inFeature	nearestFeatureStrand	inFeatureExon	nearestFeatureDist	nearestOncoFeature	nearestOncoFeatureDist
chr14	24669188	-	hg38	1603	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	GZMB	FALSE	-	FALSE	-34918	BCL2L2	1357428
chr14	49972573	-	hg38	395	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	MIR6076	FALSE	+	FALSE	6061	ARF6	75518
chr14	65291661	-	hg38	37	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	MIR4708	FALSE	-	FALSE	43454	FUT8	-118929
chr14	88006871	-	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	GPR65	TRUE	+	FALSE	0	PTPN21	458905
chr14	89617787	-	hg38	116	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	FOXN3	TRUE	-	FALSE	0	PTPN21	-1063007
chr14	91969089	-	hg38	2804	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	TRIP11	TRUE	-	TRUE	-0	TRIP11	-0
chr14	99239925	-	hg38	298	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	BCL11B	TRUE	-	FALSE	0	BCL11B	0
chr14	100074792	+	hg38	1072	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	EVL	TRUE	+	FALSE	-0	EVL	-0
chr14	100079680	+	hg38	57	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	EVL	TRUE	+	FALSE	-0	EVL	-0
chr14	20429161	+	hg38	70	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	KLHL33	TRUE	-	TRUE	-0	RNASE10	-81309
chr14	44983858	+	hg38	3	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	TOGARAM1	TRUE	+	FALSE	0	FSCB	-476561
chr14	49962081	+	hg38	17	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	MIR6076	FALSE	+	FALSE	-4316	ARF6	65026
chr14	50033288	+	hg38	2	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	LINC01599	TRUE	-	FALSE	-0	ARF6	136233
chr14	50084462	+	hg38	1098	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	LINC01599	TRUE	-	FALSE	0	ARF6	187407
chr14	51864578	+	hg38	2	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	GNG2	TRUE	+	FALSE	0	NIN	-1033456
chr14	65950543	+	hg38	16	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	FUT8	FALSE	+	FALSE	206421	FUT8	206421
chr14	73886374	+	hg38	253	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ZNF410	FALSE	+	FALSE	-239	PTGR2	908
chr14	91670549	+	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	CATSPERB	TRUE	-	FALSE	0	TRIP11	295440
chr14	92654472	+	hg38	241	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	RIN3	TRUE	+	FALSE	-0	GOLGA5	-139757
chr14	95555641	+	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	GLRX5	FALSE	+	FALSE	10922	SYNE3	-79804
chr14	97406954	+	hg38	166	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	LINC02325	FALSE	+	FALSE	-51860	VRK1	525339
chr14	98183839	+	hg38	168	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	LINC01550	FALSE	-	FALSE	-205714	BCL11B	985446
chr15	31433821	-	hg38	48	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	KLF13	TRUE	+	FALSE	-0	TRPM1	-272547
chr15	67084789	-	hg38	187	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	SMAD3	TRUE	+	FALSE	0	SMAD3	0
chr15	72229191	-	hg38	37	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	PKM	TRUE	-	FALSE	0	PKM	0
chr15	75102409	-	hg38	10	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	PPCDC	FALSE	+	FALSE	51682	NEIL1	-244579
chr15	88636411	-	hg38	343	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ISG20	TRUE	+	FALSE	0	NTRK3	-379679
chr15	101651862	+	hg38	658	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	TM2D3	TRUE	-	FALSE	0	IGF1R	2687331
chr15	44725491	+	hg38	2	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	LOC100419583	FALSE	+	FALSE	-3495	B2M	7331
chr15	44736495	+	hg38	1780	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	TRIM69	TRUE	+	TRUE	0	B2M	18335
chr15	50557051	+	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	TRPM7	FALSE	-	FALSE	105	GABPB1	-201621
chr15	51228282	+	hg38	279	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	MIR4713HG,CYP19A1	TRUE	+,-	FALSE	0	CYP19A1	-0
chr15	59257342	+	hg38	816	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	MYO1E	TRUE	-	FALSE	0	GCNT3	-354439
chr15	90840718	+	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	BLM	FALSE	+	FALSE	25255	BLM	25255
chr16	20909551	-	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	LYRM1	TRUE	+	FALSE	0	UQCRC2	-1043511
chr16	47779487	-	hg38	19	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	LINC02192	FALSE	-	FALSE	69825	ZNF423	1708042
chr16	72474095	-	hg38	636	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	LINC01572	TRUE	-	FALSE	-0	ZFHX3	308788
chr16	72920985	-	hg38	692	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ZFHX3	TRUE	-	FALSE	0	ZFHX3	0
chr16	11024661	+	hg38	3002	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	CLEC16A	TRUE	+	FALSE	0	CIITA	99677
chr16	12540486	+	hg38	25	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	SNX29	TRUE	+	FALSE	-0	SNX29	-0
chr16	18805340	+	hg38	470	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	SMG1	TRUE	-	TRUE	-0	ABCC1	2662265
chr16	1991475	+	hg38	36	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	SYNGR3	TRUE	+	FALSE	0	TSC2	-56418
chr16	48552035	+	hg38	771	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	N4BP1	TRUE	-	FALSE	-0	ZNF423	935494
chr16	50273093	+	hg38	128	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ADCY7	TRUE	+	FALSE	0	ZNF423	-415173
chr16	79287852	+	hg38	88	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	WWOX	FALSE	+	FALSE	75184	WWOX	75184
chr16	80753691	+	hg38	21	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	CDYL2	TRUE	-	FALSE	0	MAF	-1152965
chr17	41867711	-	hg38	173	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ACLY	TRUE	-	TRUE	-0	KLHL10	19342
chr17	47732334	-	hg38	316	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	TBX21	FALSE	+	FALSE	-908	TBX21	-908
chr17	48439613	-	hg38	38	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	LOC101927166	FALSE	+	FALSE	-5218	HOXB8	172731
chr17	64016183	-	hg38	417	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ICAM2	TRUE	-	FALSE	0	CD79B	-83828
chr17	68239938	-	hg38	36	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	AMZ2	TRUE	+	FALSE	-0	PRKAR1A	-173683
chr17	7483545	-	hg38	125	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ZBTB4	TRUE	-	FALSE	0	FGF11	38612
chr17	83202536	-	hg38	2275	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	RPL23AP87	FALSE	+	FALSE	-24359	SLC16A3	963036
chr17	8900547	-	hg38	44	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	PIK3R5	TRUE	-	FALSE	-0	PIK3R5	-0
chr17	17592454	+	hg38	32	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	PEMT	FALSE	-	FALSE	-750	FLCN	-355262
chr17	29707881	+	hg38	810	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	SSH2	TRUE	-	FALSE	-0	TRAF4	956922
chr17	57468536	+	hg38	5	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	MSI2	TRUE	+	FALSE	0	MSI2	0
chr17	67389274	+	hg38	434	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	PITPNC1	TRUE	+	FALSE	0	PRKAR1A	-1024347
chr17	76188617	+	hg38	9	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	RNF157	TRUE	-	FALSE	-0	RNF157	-0
chr17	77119905	+	hg38	36	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	SEC14L1	TRUE	+	FALSE	0	SEPT9	-161503
chr17	77187852	+	hg38	23	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	SEC14L1	TRUE	+	FALSE	-0	SEPT9	-93556
chr17	81017887	+	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	BAIAP2-AS1	FALSE	-	FALSE	11244	RNF213	619100
chr17	82099799	+	hg38	4	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	FASN	FALSE	-	FALSE	-1568	RAC3	65594
chr17	82449638	+	hg38	1268	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	CYBC1	TRUE	-	TRUE	0	SLC16A3	210138
chr18	23929994	-	hg38	1518	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	LAMA3	TRUE	+	FALSE	-0	RBBP8	903507
chr18	268466	-	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	THOC1	FALSE	-	FALSE	-406	YES1	453124
chr18	48833819	-	hg38	128	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	CTIF	TRUE	+	FALSE	-0	CTIF	-0
chr18	56506005	-	hg38	270	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	TXNL1	FALSE	-	FALSE	96815	ATP8B1	1140419
chr18	62371089	-	hg38	37	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	TNFRSF11A	TRUE	+	FALSE	-0	TNFRSF11A	-0
chr18	63207837	-	hg38	109	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	BCL2	TRUE	-	FALSE	-0	BCL2	-0
chr18	79422808	-	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	NFATC1	TRUE	+	FALSE	0	NFATC1	0
chr18	10532091	+	hg38	2	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	NAPG	TRUE	+	FALSE	0	MPPE1	1351378
chr18	13571007	+	hg38	41	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	LDLRAD4	TRUE	+	FALSE	-0	MC2R	311035
chr18	23232077	+	hg38	1134	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	CABLES1	TRUE	+	FALSE	-0	RBBP8	205590
chr18	268496	+	hg38	2	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	THOC1	FALSE	-	FALSE	-436	YES1	453094
chr18	3452379	+	hg38	723	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	TGIF1	TRUE	+	TRUE	-0	DLGAP1	43651
chr18	3595476	+	hg38	21	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	DLGAP1,DLGAP1-AS1	TRUE	-,+	FALSE	-0	DLGAP1	-0
chr18	46894208	+	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	PIAS2	TRUE	-	FALSE	0	EPG5	-926868
chr18	51172238	+	hg38	982	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	MEX3C	FALSE	-	FALSE	2310	SMAD4	87195
chr18	62524254	+	hg38	346	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ZCCHC2	TRUE	+	TRUE	0	TNFRSF11A	136543
chr18	63205130	+	hg38	6	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	BCL2	TRUE	-	FALSE	-0	BCL2	-0
chr18	74062906	+	hg38	100	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	FBXO15	FALSE	-	FALSE	10445	NFATC1	-5332864
chr18	74950599	+	hg38	125	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ZNF407	TRUE	+	FALSE	-0	NFATC1	-4445171
chr19	12333517	-	hg38	1090	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ZNF563	TRUE	-	TRUE	0	ZNF442	15852
chr19	13165525	-	hg38	51	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	IER2	FALSE	+	FALSE	10616	IER2	10616
chr19	19596331	-	hg38	468	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	PBX4	TRUE	-	FALSE	0	BORCS8-MEF2B	-403739
chr19	35694510	-	hg38	3	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ZBTB32	FALSE	+	FALSE	-9975	ZNF146	-520090
chr19	35712002	-	hg38	1305	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ZBTB32	TRUE	+	FALSE	-0	ZNF146	-502598
chr19	36851268	-	hg38	1402	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ZNF345	TRUE	+	FALSE	0	HKR1	-461567
chr19	41887197	-	hg38	42	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ARHGEF1	TRUE	+	FALSE	0	CD79A	5824
chr19	44724246	-	hg38	2	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	CEACAM16	FALSE	+	FALSE	13531	BCL3	-24473
chr19	50362927	-	hg38	12	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	NAPSA	TRUE	-	FALSE	0	ATF5	428990
chr19	51148402	-	hg38	827	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	SIGLEC7	TRUE	+	FALSE	-0	KLK11	-120367
chr19	51367380	-	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	CLDND2	TRUE	-	FALSE	-0	MIR125A	-325872
chr19	53539311	-	hg38	60	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ZNF331	TRUE	+	FALSE	0	ZNF331	0
chr19	6685592	-	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	C3	TRUE	-	FALSE	-0	VAV1	-87074
chr19	7921401	-	hg38	163	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	SNAPC2	TRUE	+	FALSE	0	ELAVL1	37170
chr19	10426388	+	hg38	164	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	PDE4A	TRUE	+	FALSE	0	PDE4A	0
chr19	1098876	+	hg38	89	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	POLR2E	FALSE	-	FALSE	-3483	STK11	-106921
chr19	13193362	+	hg38	1998	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	CACNA1A	FALSE	-	FALSE	13078	IER2	38453
chr19	13987112	+	hg38	422	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	RFX1	TRUE	-	FALSE	0	ADGRE5	-394030
chr19	18291267	+	hg38	34	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	MIR3188	FALSE	+	FALSE	9105	JUND	-9610
chr19	18299238	+	hg38	206	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	LSM4	FALSE	-	FALSE	6990	JUND	-17581
chr19	40757102	+	hg38	31	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	SNRPA	TRUE	+	FALSE	0	CYP2A6	86434
chr19	46954520	+	hg38	163	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ARHGAP35	TRUE	+	FALSE	0	BBC3	266300
chr2	143127227	-	hg38	3	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ARHGAP15	FALSE	+	FALSE	-2101	ZEB2	1257146
chr2	170341469	-	hg38	406	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	MYO3B,LOC101929753	TRUE	+,-	FALSE	-0	LRP2	-978856
chr2	171318677	-	hg38	1113	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	METTL8	TRUE	-	TRUE	-0	LRP2	-1956064
chr2	191150074	-	hg38	856	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	STAT4	TRUE	-	FALSE	0	PMS1	1272444
chr2	224926376	-	hg38	1840	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	DOCK10	TRUE	-	FALSE	0	ACSL3	1981724
chr2	45844520	-	hg38	57	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	PRKCE	TRUE	+	FALSE	0	EPCAM	-1524626
chr2	70827867	-	hg38	8	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	CD207	FALSE	-	FALSE	2343	TGFA	-273851
chr2	73736980	-	hg38	1324	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	TPRKB	TRUE	-	FALSE	0	LOXL3	795276
chr2	74268374	-	hg38	67	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	SLC4A5	TRUE	-	FALSE	-0	LOXL3	263882
chr2	7566047	-	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	LOC100506274	FALSE	+	FALSE	115792	ID2	-1115934
chr2	84897992	-	hg38	243	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	TMSB10	FALSE	+	FALSE	-7645	TMSB10	-7645
chr2	102421402	+	hg38	71	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	IL18RAP	TRUE	+	FALSE	0	SLC9A2	-198130
chr2	105722851	+	hg38	301	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	NCK2	FALSE	+	FALSE	-22210	FHL2	-284077
chr2	105741268	+	hg38	4	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	NCK2	FALSE	+	FALSE	-3793	FHL2	-302494
chr2	113888207	+	hg38	6	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	LOC101060091	TRUE	-	FALSE	0	PAX8	-609285
chr2	113888377	+	hg38	522	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	LOC101060091	TRUE	-	FALSE	0	PAX8	-609455
chr2	157470034	+	hg38	5	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	CYTIP	FALSE	-	FALSE	-25941	GALNT5	151542
chr2	174615570	+	hg38	151	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	WIPF1	TRUE	-	FALSE	-0	CHN1	183742
chr2	17754855	+	hg38	4	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	GEN1	TRUE	+	FALSE	0	GEN1	0
chr2	44100930	+	hg38	19	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	PPM1B	FALSE	+	FALSE	-67871	THADA	-504883
chr2	46269095	+	hg38	1608	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	EPAS1	FALSE	+	FALSE	-28305	EPCAM	-1100051
chr2	55134593	+	hg38	2419	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	RTN4	TRUE	-	FALSE	0	RTN4	0
chr2	70827472	+	hg38	295	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	CD207	FALSE	-	FALSE	2738	TGFA	-273456
chr2	84944196	+	hg38	28	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	KCMF1	FALSE	+	FALSE	-26910	KCMF1	-26910
chr2	97542190	+	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ANKRD36B	TRUE	-	FALSE	-0	CNNM4	730298
chr2	97645720	+	hg38	6	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	COX5B	FALSE	+	FALSE	-336	CNNM4	833828
chr20	2872929	-	hg38	339	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	PTPRA	TRUE	+	FALSE	0	CDC25B	-913841
chr20	4129642	-	hg38	113	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	SMOX	FALSE	+	FALSE	-19135	CDC25B	323520
chr20	4664697	-	hg38	311	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	PRNP	FALSE	+	FALSE	-21395	RASSF2	115324
chr20	53830629	-	hg38	329	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	SUMO1P1	FALSE	-	FALSE	43867	ZNF217	-247531
chr20	5593599	-	hg38	5	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	GPCPD1	TRUE	-	FALSE	0	PCNA	-466976
chr20	13430049	+	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	TASP1	TRUE	-	FALSE	-0	JAG1	-2756002
chr20	3012128	+	hg38	39	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	PTPRA	TRUE	+	FALSE	-0	CDC25B	-774642
chr20	35664127	+	hg38	4	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	CPNE1,RBM12	TRUE	-,-	FALSE	0	RBM39	39480
chr20	36972129	+	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	SAMHD1	FALSE	-	FALSE	-20285	RBL1	24218
chr20	3890276	+	hg38	611	pin25	xxx	GTSP4703	PBMC	W2	2	0.43956043956043955	PANK2	TRUE	+	FALSE	0	CDC25B	84154
chr20	44494129	+	hg38	2	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	TTPAL	TRUE	+	TRUE	-0	SERINC3	2090
chr20	47607860	+	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	NCOA3	TRUE	+	FALSE	-0	NCOA3	-0
chr20	4948033	+	hg38	751	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	SLC23A2	TRUE	-	FALSE	0	RASSF2	-124387
chr20	49595714	+	hg38	532	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	PTGIS	FALSE	-	FALSE	-27543	PTGIS	-27543
chr20	50517181	+	hg38	182	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	PTPN1	TRUE	+	FALSE	0	BCAS4	-277711
chr20	51059577	+	hg38	9	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	KCNG1	FALSE	-	FALSE	-36438	BCAS4	182399
chr20	52438446	+	hg38	26	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	LINC01524	FALSE	+	FALSE	-182390	ZFP64	-246460
chr21	14026098	-	hg38	158	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ANKRD20A11P	FALSE	-	FALSE	-45653	NRIP1	935135
chr21	21214639	-	hg38	1662	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	NCAM2	TRUE	+	FALSE	0	MIR125B2	4624313
chr21	25735241	-	hg38	57	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ATP5PF,GABPA	TRUE	-,+	TRUE	-0	ADAMTS1	1101044
chr21	34525661	-	hg38	23	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	RCAN1	TRUE	-	FALSE	-0	RUNX1	262138
chr21	34936291	-	hg38	100	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	RUNX1	TRUE	-	FALSE	0	RUNX1	0
chr21	34941763	+	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	RUNX1	TRUE	-	FALSE	0	RUNX1	0
chr21	36082287	+	hg38	989	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	LOC100133286	TRUE	-	FALSE	-0	DOPEY2	-74493
chr21	42369307	+	hg38	112	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	TMPRSS3	FALSE	-	FALSE	2578	TMPRSS3	2578
chr21	42375455	+	hg38	101	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	TMPRSS3	TRUE	-	FALSE	-0	TMPRSS3	-0
chr21	45816695	+	hg38	474	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	PCBP3	TRUE	+	FALSE	-0	SLC19A1	-253579
chr22	31537620	-	hg38	702	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	SFI1	TRUE	+	FALSE	0	PATZ1	-191356
chr22	36858149	-	hg38	25	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	NCF4-AS1	TRUE	-	FALSE	-0	TMPRSS6	207285
chr22	37281636	-	hg38	17	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	CYTH4	FALSE	+	FALSE	-745	RAC2	-37336
chr22	39067191	-	hg38	161	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	APOBEC3G	FALSE	+	FALSE	-9812	PDGFB	156166
chr22	39928073	-	hg38	321	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	GRAP2	TRUE	+	FALSE	0	ATF4	405386
chr22	25737908	+	hg38	1644	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	MYO18B	FALSE	+	FALSE	-4234	BCRP3	1084547
chr22	35302444	+	hg38	4	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	TOM1	TRUE	+	FALSE	0	MCM5	-97677
chr22	37275810	+	hg38	396	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	CYTH4	FALSE	+	FALSE	-6571	RAC2	-31510
chr3	111610870	-	hg38	53	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	CD96	TRUE	+	FALSE	-0	CD200	-722075
chr3	114218282	-	hg38	116	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	ZNF80	FALSE	-	FALSE	16347	CD200	1855469
chr3	12179955	-	hg38	40	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	SYN2	TRUE	+	FALSE	-0	PPARG	-107528
chr3	154324791	-	hg38	9	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	DHX36	FALSE	-	FALSE	-293	MME	-699331
chr3	18657090	-	hg38	9	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	SATB1-AS1	FALSE	+	FALSE	126975	SATB1	-211501
chr3	189130967	-	hg38	1	pin25	xxx	GTSP4703	PBMC	W2	1	0.21978021978021978	TPRG1	FALSE	+	FALSE	-41005	LPP	240295
