posid,PBMC/D0,PBMC/D1,PBMC/W2,PBMC/W8,PBMC/Y15,PBMC/Y4,PBMC/Y8,TCELL/D-1,TCELL/M2,patient
chr2-39511176,0,0,0,0,0,0,0,1,0,pin26
chr2-39778472,0,0,1,0,0,0,0,0,0,pin26
chr2-39931290,0,0,0,0,0,0,0,1,0,pin26
chr2-39933917,1,0,0,0,0,0,0,0,0,pin26
chr2-39938902,1,0,0,0,0,0,0,0,0,pin26
chr2-42024333,1,0,0,0,0,0,0,0,0,pin26
chr2-43137701,0,0,0,0,0,0,0,1,0,pin26
chr2-43171463,0,0,1,0,0,0,0,0,0,pin26
chr2-55616904,0,0,1,0,0,0,0,0,0,pin26
chr2-62307453,0,0,0,0,0,0,0,1,0,pin26
chr2-62314663,1,0,0,0,0,0,0,0,0,pin26
chr2-62322373,1,0,0,0,0,0,0,0,0,pin26
chr2-64749797,0,0,1,0,0,0,0,0,0,pin26
chr2-64944716,0,0,1,0,0,0,0,0,0,pin26
chr2-68733897,0,0,0,1,0,0,0,0,0,pin26
chr2-6910210,0,0,0,1,0,0,0,0,0,pin26
chr2-69387836,1,0,0,0,0,0,0,0,0,pin26
chr2-69585209,0,0,1,0,0,0,0,0,0,pin26
chr2-69676046,1,0,0,0,0,0,0,0,0,pin26
chr2-69677687,0,0,1,0,0,0,0,0,0,pin26
chr2-70117201,0,0,0,0,0,0,0,1,0,pin26
chr2-70852982,0,0,1,0,0,0,0,0,0,pin26
chr2-71000863,0,0,0,0,0,0,0,2,0,pin26
chr2-73888993,1,0,0,0,0,0,0,0,0,pin26
chr2-74499252,1,0,0,0,0,0,0,0,0,pin26
chr2-7451886,1,0,0,0,0,0,0,0,0,pin26
chr2-7465306,0,0,0,0,0,1,0,0,0,pin26
chr2-74833714,1,0,0,0,0,0,0,0,0,pin26
chr2-7534517,1,0,0,0,0,0,0,0,0,pin26
chr2-7557345,1,0,0,0,0,0,0,0,0,pin26
chr2-7570316,1,0,0,0,0,0,0,0,0,pin26
chr2-7588429,0,0,0,0,0,0,0,1,0,pin26
chr2-7746063,0,0,1,0,0,0,0,0,0,pin26
chr2-7746087,0,0,1,0,0,0,0,0,0,pin26
chr2-84900064,0,0,0,1,0,0,0,0,0,pin26
chr2-85439260,1,0,0,0,0,0,0,0,0,pin26
chr2-86791572,0,0,1,0,0,0,0,0,0,pin26
chr2-86791828,1,0,0,0,0,0,0,0,0,pin26
chr2-88047891,1,0,0,0,0,0,0,0,0,pin26
chr2-9415302,1,0,0,0,0,0,0,0,0,pin26
chr2-95052900,0,0,0,1,0,0,0,0,0,pin26
chr2-95073613,0,0,0,1,0,0,0,0,0,pin26
chr2-95074520,1,0,0,0,0,0,0,0,0,pin26
chr2-95075953,1,0,0,0,0,0,0,0,0,pin26
chr2-976473,0,0,1,0,0,0,0,0,0,pin26
chr2+10121547,0,0,0,0,0,3,0,0,0,pin26
chr2+101217015,0,0,1,0,0,0,0,0,0,pin26
chr2+101307619,0,0,0,0,0,0,0,1,0,pin26
chr2+101476038,1,0,0,0,0,0,0,0,0,pin26
chr2+10327596,1,0,0,0,0,0,0,0,0,pin26
chr2+105789514,0,0,0,0,0,0,0,0,1,pin26
chr2+110747256,1,0,0,0,0,0,0,0,0,pin26
chr2+113390737,0,0,0,0,0,0,0,1,0,pin26
chr2+118186968,1,0,0,0,0,0,0,0,0,pin26
chr2+121739709,1,0,0,0,0,0,0,0,0,pin26
chr2+131105086,1,0,0,0,0,0,0,0,0,pin26
chr2+135056582,1,0,0,0,0,0,0,0,0,pin26
chr2+135243868,1,0,0,0,0,0,0,0,0,pin26
chr2+135984082,1,0,0,0,0,0,0,0,0,pin26
chr2+136051069,0,0,1,0,0,0,0,0,0,pin26
chr2+143127919,0,0,1,0,0,0,0,0,0,pin26
chr2+144214523,0,0,0,0,1,0,0,0,0,pin26
chr2+144239196,1,0,0,0,0,0,0,0,0,pin26
chr2+147292780,0,0,0,0,0,0,0,1,0,pin26
chr2+147624642,0,0,0,0,0,0,0,1,0,pin26
chr2+151272122,0,0,0,0,0,0,0,0,1,pin26
chr2+15173551,0,0,1,0,0,0,0,0,0,pin26
chr2+156384596,0,0,1,0,0,0,0,0,0,pin26
chr2+157465216,1,0,0,0,0,0,0,0,0,pin26
chr2+157896891,0,0,1,0,0,0,0,0,0,pin26
chr2+161976614,1,0,0,0,0,0,0,0,0,pin26
chr2+161994458,0,0,1,0,0,0,0,0,0,pin26
chr2+162120777,0,0,0,0,0,0,0,1,0,pin26
chr2+163961212,0,0,0,0,1,0,0,0,0,pin26
chr2+168432000,1,0,0,0,0,0,0,0,0,pin26
chr2+168496063,0,0,0,1,0,0,0,0,0,pin26
chr2+169008777,0,0,0,0,0,0,0,1,0,pin26
chr2+169553616,1,0,0,0,0,0,0,0,0,pin26
chr2+169559202,0,0,0,0,0,0,1,0,0,pin26
chr2+170843261,0,0,0,0,0,0,0,1,0,pin26
chr2+171043160,1,0,0,0,0,0,0,0,0,pin26
chr2+171320094,0,0,0,1,0,0,0,0,0,pin26
chr2+176493261,1,0,0,0,0,0,0,0,0,pin26
chr2+178404902,0,0,1,0,0,0,0,0,0,pin26
chr2+179031637,0,0,2,0,0,0,0,0,0,pin26
chr2+179107406,0,0,0,1,0,0,0,0,0,pin26
chr2+187475292,0,0,1,0,0,0,0,0,0,pin26
chr2+190695040,1,0,0,0,0,0,0,0,0,pin26
chr2+190847400,1,0,0,0,0,0,0,0,0,pin26
chr2+191666024,0,0,0,0,1,0,0,0,0,pin26
chr2+195560532,0,0,0,1,0,0,0,0,0,pin26
chr2+196241821,0,0,0,1,0,0,0,0,0,pin26
chr2+196250761,0,0,0,0,1,0,0,0,0,pin26
chr2+196391258,0,0,1,0,0,0,0,0,0,pin26
chr2+196986736,1,0,0,0,0,0,0,0,0,pin26
chr2+197215243,0,0,0,0,1,0,0,0,0,pin26
chr2+198043983,1,0,0,0,0,0,0,0,0,pin26
chr2+199968096,0,0,0,0,0,1,0,0,0,pin26
chr2+200407541,0,0,0,0,0,0,0,0,1,pin26
chr2+200495092,0,0,0,0,0,0,0,1,0,pin26
chr2+201124752,1,0,0,0,0,0,0,0,0,pin26
chr2+201124826,0,0,0,0,0,0,0,2,0,pin26
chr2+202415472,0,0,0,1,0,0,0,0,0,pin26
chr2+203856775,0,0,0,0,0,0,0,1,0,pin26
chr2+205612145,0,0,1,0,0,0,0,0,0,pin26
chr2+205707694,0,0,0,0,1,0,0,0,0,pin26
chr2+207279984,0,0,0,0,1,0,0,0,0,pin26
chr2+208012850,0,0,1,0,0,0,0,0,0,pin26
chr2+208025661,1,0,0,0,0,0,0,0,0,pin26
chr2+213066577,1,0,0,0,0,0,0,0,0,pin26
chr2+213120309,0,0,1,0,0,0,0,0,0,pin26
chr2+217756130,0,0,0,0,0,0,0,0,1,pin26
chr2+221445101,0,0,0,0,0,0,0,1,0,pin26
chr2+223956362,1,0,0,0,0,0,0,0,0,pin26
chr2+224924634,0,0,0,0,1,0,0,0,0,pin26
chr2+224950862,1,0,0,0,0,0,0,0,0,pin26
chr2+227817594,0,0,0,0,0,2,0,0,0,pin26
chr2+230644285,1,0,0,0,0,0,0,0,0,pin26
chr2+230657712,1,0,0,0,0,0,0,0,0,pin26
chr2+231613652,0,0,0,0,0,0,0,1,0,pin26
chr2+231707586,0,0,0,1,0,0,0,0,0,pin26
chr2+231786076,0,0,0,1,0,0,0,0,0,pin26
chr2+234427609,0,0,0,0,0,0,0,2,0,pin26
chr2+237906817,0,0,0,1,0,0,0,0,0,pin26
chr2+238427938,0,0,0,0,0,0,0,2,0,pin26
chr2+23927746,0,0,0,0,0,0,0,1,0,pin26
chr2+24576057,0,0,1,0,0,0,0,0,0,pin26
chr2+24576275,0,0,1,0,0,0,0,0,0,pin26
chr2+25286519,0,0,1,0,0,0,0,0,0,pin26
chr2+25379659,1,0,0,0,0,0,0,0,0,pin26
chr2+25559039,1,0,0,0,0,0,0,0,0,pin26
chr2+25563488,0,0,0,1,0,0,0,0,0,pin26
chr2+25794229,0,0,0,0,0,0,0,1,0,pin26
chr2+27583449,0,0,0,1,0,0,0,0,0,pin26
chr2+28391183,1,0,0,0,0,0,0,0,0,pin26
chr2+28446863,0,0,0,0,0,0,0,1,0,pin26
chr2+30275595,1,0,0,0,0,0,0,0,0,pin26
chr2+36246914,0,0,0,0,0,1,0,0,0,pin26
chr2+39130181,0,0,0,0,0,0,0,1,0,pin26
chr2+42106861,0,0,0,1,0,0,0,0,0,pin26
chr2+43774772,1,0,0,0,0,0,0,0,0,pin26
chr2+45843255,0,0,0,0,0,0,0,1,0,pin26
chr2+46227764,0,0,0,0,0,0,0,1,0,pin26
chr2+48441468,1,0,0,0,0,0,0,0,0,pin26
chr2+55231892,0,0,0,1,0,0,0,0,0,pin26
chr2+60818805,1,0,0,0,0,0,0,0,0,pin26
chr2+63841159,1,0,0,0,0,0,0,0,0,pin26
chr2+6432020,0,0,0,0,0,0,0,1,0,pin26
chr2+65922554,1,0,0,0,0,0,0,0,0,pin26
chr2+68736002,0,0,0,0,0,0,0,1,0,pin26
chr2+68753461,0,0,0,0,0,0,0,0,1,pin26
chr2+69500978,0,0,0,0,0,0,0,1,0,pin26
chr2+69501437,1,0,0,0,0,0,0,0,0,pin26
chr2+69676193,0,0,0,0,0,0,0,1,0,pin26
chr2+69693115,0,0,0,0,0,0,0,1,0,pin26
chr2+70091695,0,0,1,0,0,0,0,0,0,pin26
chr2+70105794,1,0,0,0,0,0,0,0,0,pin26
chr2+70137485,0,0,0,0,0,0,0,1,0,pin26
chr2+73066136,0,0,0,1,0,0,0,0,0,pin26
chr2+74553975,1,0,0,0,0,0,0,0,0,pin26
chr2+74570705,0,0,0,1,0,0,0,0,0,pin26
chr2+7467211,1,0,0,0,0,0,0,0,0,pin26
chr2+7515012,0,0,0,1,0,0,0,0,0,pin26
chr2+770387,0,0,1,0,0,0,0,0,0,pin26
chr2+8453971,1,0,0,0,0,0,0,0,0,pin26
chr2+84901254,0,0,0,1,0,0,0,0,0,pin26
chr2+8524352,1,0,0,0,0,0,0,0,0,pin26
chr2+85612582,0,0,0,0,0,0,0,1,0,pin26
chr2+85852573,1,0,0,0,0,0,0,0,0,pin26
chr2+85853623,0,0,1,0,0,0,0,0,0,pin26
chr2+85854742,0,0,0,0,0,0,0,2,0,pin26
chr2+86788775,0,0,0,1,0,0,0,0,0,pin26
chr2+87691621,1,0,0,0,0,0,0,0,0,pin26
chr2+88637412,1,0,0,0,0,0,0,0,0,pin26
chr2+9424506,0,0,1,0,0,0,0,0,0,pin26
chr2+96162165,0,0,0,0,0,0,0,1,0,pin26
chr2+96305702,0,0,0,0,0,0,0,1,0,pin26
chr2+96525227,0,0,0,0,0,0,0,1,0,pin26
chr2+98662995,1,0,0,0,0,0,0,0,0,pin26
chr2+99032890,1,0,0,0,0,0,0,0,0,pin26
chr20-10093276,0,0,0,1,0,0,0,0,0,pin26
chr20-10216798,1,0,0,0,0,0,0,0,0,pin26
chr20-11717166,0,0,0,0,0,0,0,1,0,pin26
chr20-13396549,1,0,0,0,0,0,0,0,0,pin26
chr20-13432419,0,0,0,0,0,0,0,1,0,pin26
chr20-13433818,1,0,0,0,0,0,0,0,0,pin26
chr20-1666376,1,0,0,0,0,0,0,0,0,pin26
chr20-17877631,0,0,0,0,0,0,1,0,0,pin26
chr20-17969548,0,0,1,0,0,0,0,0,0,pin26
chr20-18590988,0,0,0,1,0,0,0,0,0,pin26
chr20-19639358,0,0,1,0,0,0,0,0,0,pin26
chr20-28603804,0,0,0,0,1,0,0,0,0,pin26
chr20-2984902,1,0,0,0,0,0,0,0,0,pin26
chr20-32253134,1,0,0,0,0,0,0,0,0,pin26
chr20-32360247,1,0,0,0,0,0,0,0,0,pin26
chr20-32598201,0,0,0,0,0,0,0,1,0,pin26
chr20-32618507,1,0,0,0,0,0,0,0,0,pin26
chr20-32970160,0,0,0,1,0,0,0,0,0,pin26
chr20-35743031,0,0,0,0,0,0,0,0,1,pin26
chr20-35743113,1,0,0,0,0,0,0,0,0,pin26
chr20-35743732,1,0,0,0,0,0,0,0,0,pin26
chr20-38879422,2,0,0,0,0,0,0,0,0,pin26
chr20-39026238,0,0,1,0,0,0,0,0,0,pin26
chr20-41142812,1,0,0,0,0,0,0,0,0,pin26
chr20-4133647,1,0,0,0,0,0,0,0,0,pin26
chr20-4178920,0,0,1,0,0,0,0,0,0,pin26
chr20-43736158,1,0,0,0,0,0,0,0,0,pin26
chr20-43751750,1,0,0,0,0,0,0,0,0,pin26
chr20-43911103,0,0,1,0,0,0,0,0,0,pin26
chr20-44070042,1,0,0,0,0,0,0,0,0,pin26
chr20-44645783,0,0,0,0,0,1,0,0,0,pin26
chr20-44971064,1,0,0,0,0,0,0,0,0,pin26
chr20-44991661,1,0,0,0,0,0,0,0,0,pin26
chr20-47355322,0,0,1,0,0,0,0,0,0,pin26
chr20-47415238,1,0,0,0,0,0,0,0,0,pin26
chr20-47564388,1,0,0,0,0,0,0,0,0,pin26
chr20-48738812,0,0,0,0,0,0,0,1,0,pin26
chr20-4972541,0,0,0,0,0,0,1,0,0,pin26
chr20-50493628,0,0,0,1,0,0,0,0,0,pin26
chr20-51542038,1,0,0,0,0,0,0,0,0,pin26
chr20-53000520,0,0,0,0,1,0,0,0,0,pin26
chr20-53610228,0,0,0,0,0,0,0,1,0,pin26
chr20-53624310,0,0,0,0,0,0,0,0,1,pin26
chr20-53643906,1,0,0,0,0,0,0,0,0,pin26
chr20-53706215,0,0,1,0,0,0,0,0,0,pin26
chr20-53842665,0,0,1,0,0,0,0,0,0,pin26
chr20-54286334,1,0,0,0,0,0,0,0,0,pin26
chr20-5568184,0,0,1,0,0,0,0,0,0,pin26
chr20-5589897,0,0,0,0,0,0,0,1,0,pin26
chr20-5675527,1,0,0,0,0,0,0,0,0,pin26
chr20-58268673,1,0,0,0,0,0,0,0,0,pin26
chr20-58268850,0,1,0,0,0,0,0,0,0,pin26
chr20-59168431,0,0,0,0,0,0,0,1,0,pin26
chr20-62622749,1,0,0,0,0,0,0,0,0,pin26
chr20-63979085,1,0,0,0,0,0,0,0,0,pin26
chr20+10454092,1,0,0,0,0,0,0,0,0,pin26
chr20+10602950,0,0,0,0,0,0,0,1,0,pin26
chr20+11195877,0,0,0,0,0,0,0,1,0,pin26
chr20+13246864,0,0,1,0,0,0,0,0,0,pin26
chr20+13338606,0,0,1,0,0,0,0,0,0,pin26
chr20+13338906,1,0,0,0,0,0,0,0,0,pin26
chr20+13347393,0,0,0,0,0,1,0,0,0,pin26
chr20+13417079,1,0,0,0,0,0,0,0,0,pin26
chr20+1394132,1,0,0,0,0,0,0,0,0,pin26
chr20+1656097,1,0,0,0,0,0,0,0,0,pin26
chr20+1685966,1,0,0,0,0,0,0,0,0,pin26
chr20+17557829,1,0,0,0,0,0,0,0,0,pin26
chr20+17971306,0,0,0,1,0,0,0,0,0,pin26
chr20+20016627,1,0,0,0,0,0,0,0,0,pin26
chr20+23149048,0,0,0,0,0,0,0,0,1,pin26
chr20+25738448,0,0,0,0,0,0,0,1,0,pin26
chr20+2983668,0,0,0,1,0,0,0,0,0,pin26
chr20+3012892,0,0,0,1,0,0,0,0,0,pin26
chr20+30289149,0,0,0,0,1,0,0,0,0,pin26
chr20+30289642,1,0,0,0,0,0,0,0,0,pin26
chr20+32251416,1,0,0,0,0,0,0,0,0,pin26
chr20+32257381,0,0,0,0,0,0,1,0,0,pin26
chr20+32971571,0,0,0,0,0,0,0,0,1,pin26
chr20+33995002,0,0,1,0,0,0,0,0,0,pin26
chr20+35328206,1,0,0,0,0,0,0,0,0,pin26
chr20+36746568,0,0,0,0,0,0,0,1,0,pin26
chr20+38804054,1,0,0,0,0,0,0,0,0,pin26
chr20+38874173,0,0,0,0,0,0,0,2,0,pin26
chr20+4130230,0,0,1,0,0,0,0,0,0,pin26
chr20+4131317,1,0,0,0,0,0,0,0,0,pin26
chr20+4131768,0,0,0,1,0,0,0,0,0,pin26
chr20+43456280,0,0,0,0,1,0,0,0,0,pin26
chr20+43722440,0,1,0,0,0,0,0,0,0,pin26
chr20+44211382,1,0,0,0,0,0,0,0,0,pin26
chr20+44598160,0,0,0,2,0,0,0,0,0,pin26
chr20+44969890,0,0,0,0,0,0,0,1,0,pin26
chr20+45040088,0,0,0,0,0,0,0,0,1,pin26
chr20+46061693,1,0,0,0,0,0,0,0,0,pin26
chr20+4662380,1,0,0,0,0,0,0,0,0,pin26
chr20+47320011,0,0,1,0,0,0,0,0,0,pin26
chr20+47357924,0,0,0,1,0,0,0,0,0,pin26
chr20+48872513,1,0,0,0,0,0,0,0,0,pin26
chr20+4972882,1,0,0,0,0,0,0,0,0,pin26
chr20+50297484,1,0,0,0,0,0,0,0,0,pin26
chr20+50517583,1,0,0,0,0,0,0,0,0,pin26
chr20+51512707,0,0,1,0,0,0,0,0,0,pin26
chr20+51512714,0,0,1,0,0,0,0,0,0,pin26
chr20+51540318,1,0,0,0,0,0,0,0,0,pin26
chr20+53081683,1,0,0,0,0,0,0,0,0,pin26
chr20+53085106,0,0,0,0,1,0,0,0,0,pin26
chr20+53642423,1,0,0,0,0,0,0,0,0,pin26
chr20+53707249,0,0,1,0,0,0,0,0,0,pin26
chr20+53737254,1,0,0,0,0,0,0,0,0,pin26
chr20+53872487,1,0,0,0,0,0,0,0,0,pin26
chr20+5586517,0,0,0,0,0,1,0,0,0,pin26
chr20+5592975,1,0,0,0,0,0,0,0,0,pin26
chr20+5593226,0,0,0,0,0,0,0,0,1,pin26
chr20+56415816,0,0,0,0,0,3,0,0,0,pin26
chr20+56418585,0,0,1,0,0,0,0,0,0,pin26
chr20+57629281,0,0,1,0,0,0,0,0,0,pin26
chr20+59145630,0,0,0,0,2,0,0,0,0,pin26
chr20+59164762,1,0,0,0,0,0,0,0,0,pin26
chr20+63443352,0,0,1,0,0,0,0,0,0,pin26
chr20+64010684,1,0,0,0,0,0,0,0,0,pin26
chr20+8796598,0,0,0,0,0,0,0,1,0,pin26
chr21-14483428,0,0,0,0,1,0,0,0,0,pin26
chr21-14543288,1,0,0,0,0,0,0,0,0,pin26
chr21-14550603,1,0,0,0,0,0,0,0,0,pin26
chr21-15441832,0,0,0,1,0,0,0,0,0,pin26
chr21-17778167,0,1,0,0,0,0,0,0,0,pin26
chr21-17794571,1,0,0,0,0,0,0,0,0,pin26
chr21-25458811,0,0,0,0,0,0,0,0,1,pin26
chr21-28864580,0,0,0,0,0,1,0,0,0,pin26
chr21-29076256,0,0,0,1,0,0,0,0,0,pin26
chr21-29078142,2,0,0,0,0,0,0,0,0,pin26
chr21-29078674,0,0,0,0,0,1,0,0,0,pin26
chr21-29341640,1,0,0,0,0,0,0,0,0,pin26
chr21-30717257,0,0,0,0,0,0,0,0,1,pin26
chr21-30717650,1,0,0,0,0,0,0,0,0,pin26
chr21-31180125,0,0,0,0,0,0,0,0,1,pin26
chr21-31341441,1,0,0,0,0,0,0,0,0,pin26
chr21-32916474,1,0,0,0,0,0,0,0,0,pin26
chr21-33243750,0,0,0,0,2,0,0,0,0,pin26
chr21-33935381,0,0,0,0,0,0,0,1,0,pin26
chr21-33936066,0,0,0,0,1,0,0,0,0,pin26
chr21-33937183,0,0,0,0,0,0,0,1,0,pin26
chr21-34546059,0,0,0,0,0,0,0,1,0,pin26
chr21-34940799,1,0,0,0,0,0,0,0,0,pin26
chr21-35103024,1,0,0,0,0,0,0,0,0,pin26
chr21-35345401,0,0,0,1,0,0,0,0,0,pin26
chr21-36098255,0,0,0,1,0,0,0,0,0,pin26
chr21-36909155,0,0,0,0,0,0,0,1,0,pin26
chr21-37158871,0,0,0,1,0,0,0,0,0,pin26
chr21-37267085,1,0,0,0,0,0,0,0,0,pin26
chr21-37267136,1,0,0,0,0,0,0,0,0,pin26
chr21-38778611,0,0,0,0,0,0,0,1,0,pin26
chr21-39189407,1,0,0,0,0,0,0,0,0,pin26
chr21-42404530,1,0,0,0,0,0,0,0,0,pin26
chr21-44083025,1,0,0,0,0,0,0,0,0,pin26
chr21-45593778,1,0,0,0,0,0,0,0,0,pin26
chr21+14592271,1,0,0,0,0,0,0,0,0,pin26
chr21+21064577,0,0,1,0,0,0,0,0,0,pin26
chr21+21200217,0,0,1,0,0,0,0,0,0,pin26
chr21+25457199,0,0,0,0,0,0,0,0,1,pin26
chr21+29018840,1,0,0,0,0,0,0,0,0,pin26
chr21+29078031,0,0,0,0,0,0,0,1,0,pin26
chr21+29303501,0,0,0,0,0,0,0,2,0,pin26
chr21+29308019,0,0,0,0,0,1,0,0,0,pin26
chr21+31183553,1,0,0,0,0,0,0,0,0,pin26
chr21+33951542,1,0,0,0,0,0,0,0,0,pin26
chr21+34198586,0,0,0,1,0,0,0,0,0,pin26
chr21+34201371,1,0,0,0,0,0,0,0,0,pin26
chr21+35151962,0,0,0,1,0,0,0,0,0,pin26
chr21+35218987,0,0,0,1,0,0,0,0,0,pin26
chr21+35234540,0,0,1,0,0,0,0,0,0,pin26
chr21+35340970,0,0,1,0,0,0,0,0,0,pin26
chr21+38349033,1,0,0,0,0,0,0,0,0,pin26
chr21+38938173,1,0,0,0,0,0,0,0,0,pin26
chr21+38958558,1,0,0,0,0,0,0,0,0,pin26
chr21+38986954,1,0,0,0,0,0,0,0,0,pin26
chr21+39003748,0,0,1,0,0,0,0,0,0,pin26
chr21+39388016,0,0,0,1,0,0,0,0,0,pin26
chr21+42737519,1,0,0,0,0,0,0,0,0,pin26
chr21+43796374,1,0,0,0,0,0,0,0,0,pin26
chr21+44082896,1,0,0,0,0,0,0,0,0,pin26
chr21+45766716,1,0,0,0,0,0,0,0,0,pin26
chr21+46666415,0,0,0,0,0,0,0,1,0,pin26
chr21+6371899,1,0,0,0,0,0,0,0,0,pin26
chr22-10962501,0,0,0,0,1,0,0,0,0,pin26
chr22-17218636,0,0,0,0,0,0,0,1,0,pin26
chr22-20563338,0,0,0,0,1,0,0,0,0,pin26
chr22-23819479,0,0,0,2,0,0,0,0,0,pin26
chr22-24142707,0,0,0,0,0,0,0,0,1,pin26
chr22-24432530,1,0,0,0,0,0,0,0,0,pin26
chr22-25067603,2,0,0,0,0,0,0,0,0,pin26
chr22-25735783,1,0,0,0,0,0,0,0,0,pin26
chr22-25738001,0,0,0,1,0,0,0,0,0,pin26
chr22-25739005,1,0,0,0,0,0,0,0,0,pin26
chr22-25743318,0,0,1,0,0,0,0,0,0,pin26
chr22-25746061,1,0,0,0,0,0,0,0,0,pin26
chr22-28396786,1,0,0,0,0,0,0,0,0,pin26
chr22-28799791,0,0,0,0,0,0,0,1,0,pin26
chr22-29267635,1,0,0,0,0,0,0,0,0,pin26
chr22-30105180,0,0,0,0,0,0,0,1,0,pin26
chr22-30179108,1,0,0,0,0,0,0,0,0,pin26
chr22-30745585,0,0,1,0,0,0,0,0,0,pin26
chr22-31536835,1,0,0,0,0,0,0,0,0,pin26
chr22-32342433,1,0,0,0,0,0,0,0,0,pin26
chr22-33555206,0,0,0,0,0,1,0,0,0,pin26
chr22-33566863,0,0,0,0,0,0,0,1,0,pin26
chr22-35301034,1,0,0,0,0,0,0,0,0,pin26
chr22-36386340,1,0,0,0,0,0,0,0,0,pin26
chr22-36435290,1,0,0,0,0,0,0,0,0,pin26
chr22-36860101,1,0,0,0,0,0,0,0,0,pin26
chr22-36860353,1,0,0,0,0,0,0,0,0,pin26
chr22-36873425,1,0,0,0,0,0,0,0,0,pin26
chr22-36901318,0,0,1,0,0,0,0,0,0,pin26
chr22-37164460,1,0,0,0,0,0,0,0,0,pin26
chr22-38180758,0,0,0,1,0,0,0,0,0,pin26
chr22-38181684,0,0,1,0,0,0,0,0,0,pin26
chr22-38507133,0,0,1,0,0,0,0,0,0,pin26
chr22-38752434,1,0,0,0,0,0,0,0,0,pin26
chr22-39091327,0,0,0,0,0,0,0,1,0,pin26
chr22-39519831,1,0,0,0,0,0,0,0,0,pin26
chr22-39898202,0,0,0,0,0,0,0,1,0,pin26
chr22-39943527,0,0,0,0,0,0,0,0,1,pin26
chr22-40325141,0,0,0,0,2,0,0,0,0,pin26
chr22-41008865,0,0,0,0,0,0,0,1,0,pin26
chr22-42028417,0,0,0,0,1,0,0,0,0,pin26
chr22-42199658,0,0,0,0,0,0,1,0,0,pin26
chr22-42244285,0,0,0,0,0,0,0,1,0,pin26
chr22-46613873,0,0,0,1,0,0,0,0,0,pin26
chr22-50186679,0,0,0,1,0,0,0,0,0,pin26
chr22+19283101,0,0,0,0,0,0,1,0,0,pin26
chr22+19419776,0,0,0,0,0,0,0,1,0,pin26
chr22+20164252,0,0,1,0,0,0,0,0,0,pin26
chr22+20238168,2,0,0,0,0,0,0,0,0,pin26
chr22+20810980,1,0,0,0,0,0,0,0,0,pin26
chr22+25485337,1,0,0,0,0,0,0,0,0,pin26
chr22+25745123,0,0,0,0,0,0,0,1,0,pin26
chr22+26579957,0,0,0,0,0,0,0,1,0,pin26
chr22+28396912,0,0,0,1,0,0,0,0,0,pin26
chr22+28811756,1,0,0,0,0,0,0,0,0,pin26
chr22+30186500,1,0,0,0,0,0,0,0,0,pin26
chr22+30191566,0,0,0,0,1,0,0,0,0,pin26
chr22+30283085,0,0,0,0,0,0,0,0,1,pin26
chr22+30305849,0,0,0,0,0,0,0,1,0,pin26
chr22+30306403,0,0,1,0,0,0,0,0,0,pin26
chr22+31536609,0,0,0,0,0,0,0,0,1,pin26
chr22+31539368,1,0,0,0,0,0,0,0,0,pin26
chr22+31539603,0,0,1,0,0,0,0,0,0,pin26
chr22+32475481,0,0,0,0,0,0,0,1,0,pin26
chr22+32483621,1,0,0,0,0,0,0,0,0,pin26
chr22+35054857,0,0,0,1,0,0,0,0,0,pin26
chr22+36157670,1,0,0,0,0,0,0,0,0,pin26
chr22+36161707,0,0,0,0,1,0,0,0,0,pin26
chr22+36329762,0,0,0,1,0,0,0,0,0,pin26
chr22+36434965,1,0,0,0,0,0,0,0,0,pin26
chr22+36901153,1,0,0,0,0,0,0,0,0,pin26
chr22+37164678,0,0,0,0,1,0,0,0,0,pin26
chr22+37276824,1,0,0,0,0,0,0,0,0,pin26
chr22+37308150,1,0,0,0,0,0,0,0,0,pin26
chr22+37566924,0,0,0,0,0,0,0,1,0,pin26
chr22+37635496,0,0,0,0,0,0,0,0,1,pin26
chr22+37637372,1,0,0,0,0,0,0,0,0,pin26
chr22+38515392,1,0,0,0,0,0,0,0,0,pin26
chr22+38752614,0,0,0,1,0,0,0,0,0,pin26
chr22+38752720,0,0,0,1,0,0,0,0,0,pin26
chr22+39902008,1,0,0,0,0,0,0,0,0,pin26
chr22+39936070,0,0,1,0,0,0,0,0,0,pin26
chr22+39937907,0,0,0,1,0,0,0,0,0,pin26
chr22+46483259,1,0,0,0,0,0,0,0,0,pin26
chr22+50790538,0,0,1,0,0,0,0,0,0,pin26
chr3-100105340,1,0,0,0,0,0,0,0,0,pin26
chr3-101171474,0,0,1,0,0,0,0,0,0,pin26
chr3-102090296,0,0,1,0,0,0,0,0,0,pin26
chr3-102095486,0,0,0,0,0,0,0,2,0,pin26
chr3-10223178,0,0,1,0,0,0,0,0,0,pin26
chr3-105753607,1,0,0,0,0,0,0,0,0,pin26
chr3-105831084,0,0,0,0,1,0,0,0,0,pin26
chr3-105834252,0,0,0,0,0,0,0,1,0,pin26
chr3-106231402,0,0,0,0,0,0,0,1,0,pin26
chr3-106422846,0,0,0,0,0,0,0,1,0,pin26
chr3-106427671,0,0,0,0,0,0,0,0,1,pin26
chr3-107984608,0,0,0,0,1,0,0,0,0,pin26
chr3-111543746,1,0,0,0,0,0,0,0,0,pin26
chr3-111598050,1,0,0,0,0,0,0,0,0,pin26
chr3-111605596,0,0,0,0,0,0,0,2,0,pin26
chr3-11362288,1,0,0,0,0,0,0,0,0,pin26
